text,created_at,author,uri,has_images,reply_to,date,time,language,hour,weekday,time_of_day,sentiment,row_id
"A GigaparsecScale Hydrodynamic Volume Reconstructed with Deep Learning

Cooper Jacobus Solene Chabanier Peter Harrington JD Emberson Zarija Luki Salman Habib",2024-11-27T09:25:28Z,did:plc:s42g7pgvrcqcbpk4mkqp64oh,at://did:plc:s42g7pgvrcqcbpk4mkqp64oh/app.bsky.feed.post/3lbwa7yhgja2s,FALSE,NA,2024-11-27,09:25:28,en,9,Wednesday,Morning,0,70
The playable area for Antares is like  square light years and its barely visible on this map,2024-11-27T11:23:14Z,did:plc:hyf6ibjcz5jecasqglfwyt5q,at://did:plc:hyf6ibjcz5jecasqglfwyt5q/app.bsky.feed.post/3lbwgskw3jk2e,FALSE,NA,2024-11-27,11:23:14,en,11,Wednesday,Morning,0.3612,71
Ill bring back the good ole habit of stealing other users post,2024-11-27T11:48:12Z,did:plc:a2qjt24dcnnwtg2wr5s5pqhh,at://did:plc:a2qjt24dcnnwtg2wr5s5pqhh/app.bsky.feed.post/3lbwi77w7dc2i,FALSE,NA,2024-11-27,11:48:12,en,11,Wednesday,Morning,-0.5574,72
FUCK YOU JIMMY,2024-11-27T10:48:41Z,did:plc:66qfnns4fccznuqevt4dvgp3,at://did:plc:66qfnns4fccznuqevt4dvgp3/app.bsky.feed.post/3lbweurvths2h,TRUE,at://did:plc:4dz5v2giw5uftzaogbw7spgi/app.bsky.feed.post/3lbsaoijjhs2i,2024-11-27,10:48:41,en,10,Wednesday,Morning,-0.5423,73
"We literally have old family photographs  of us holding our hands up in victory after Nicole beat  mario or whatever

my sister btw",2024-11-27T11:32:48Z,did:plc:shyfihugxqlcaetwx2fe3uzr,at://did:plc:shyfihugxqlcaetwx2fe3uzr/app.bsky.feed.post/3lbwhdo2quq2u,FALSE,at://did:plc:shyfihugxqlcaetwx2fe3uzr/app.bsky.feed.post/3lbwhdo2qup2u,2024-11-27,11:32:48,en,11,Wednesday,Morning,0,74
Autumn is also my favourite time of the year  I live in the New Forest Hampshire UK and get to see all seasons whenever I want to  I love it ,2024-11-27T11:31:26Z,did:plc:dbo4zuwf22flsxdqgxkf32bd,at://did:plc:dbo4zuwf22flsxdqgxkf32bd/app.bsky.feed.post/3lbwhbabepk2a,FALSE,at://did:plc:73opxmzoirt5rort4f2mhlwq/app.bsky.feed.post/3lbwav4p3mc24,2024-11-27,11:31:26,en,11,Wednesday,Morning,0.6705,75
angela break your wicked spell,2024-11-27T08:39:38Z,did:plc:3x67k76ikar7tdrlzm3yq3kw,at://did:plc:3x67k76ikar7tdrlzm3yq3kw/app.bsky.feed.post/3lbw5o25gss2o,FALSE,at://did:plc:4oaxkckumrwifrzg7kf3bw3y/app.bsky.feed.post/3lbw5lipswk2a,2024-11-27,08:39:38,en,8,Wednesday,Morning,-0.5267,76
Dark coloured cars should be illegal in winter time at night,2024-11-27T08:04:18Z,did:plc:wqbybwyekz3wplxljj3jilt5,at://did:plc:wqbybwyekz3wplxljj3jilt5/app.bsky.feed.post/3lbw3ou6ojs2f,TRUE,NA,2024-11-27,08:04:18,en,8,Wednesday,Morning,-0.5574,77
Sometimes you gotta admit you got distracted and ask God to place you back on course ,2024-11-27T08:53:38Z,did:plc:ktdlgfp5n5nt2obsr23mkddi,at://did:plc:ktdlgfp5n5nt2obsr23mkddi/app.bsky.feed.post/3lbw6h3ag5k2a,FALSE,NA,2024-11-27,08:53:38,en,8,Wednesday,Morning,0.128,78
No name they can come up with or give him will ever replace werner herzogs ze babee as an audible name for the little guy,2024-11-27T11:37:33Z,did:plc:4c3snu3abe3r3ry6xrmnsp3i,at://did:plc:4c3snu3abe3r3ry6xrmnsp3i/app.bsky.feed.post/3lbwhm6bb722g,FALSE,at://did:plc:zgvsjugwr2sxzjwripyhx52q/app.bsky.feed.post/3lbuqe6kwkc25,2024-11-27,11:37:33,en,11,Wednesday,Morning,-0.296,79
Black women logging into BlueSky in the middle of a gay thread,2024-11-27T09:23:08Z,did:plc:mritm5syhrrwri5gjte4ipqh,at://did:plc:mritm5syhrrwri5gjte4ipqh/app.bsky.feed.post/3lbwa3srq5c25,FALSE,NA,2024-11-27,09:23:08,en,9,Wednesday,Morning,0,80
Thank you,2024-11-27T10:59:26Z,did:plc:lypcp2kf2uixrzu7xi3gmy54,at://did:plc:lypcp2kf2uixrzu7xi3gmy54/app.bsky.feed.post/3lbwfhzak2s2h,FALSE,at://did:plc:nkgzswingmaf5c6w6oih6gzt/app.bsky.feed.post/3lbwe5johoc2m,2024-11-27,10:59:26,en,10,Wednesday,Morning,0.3612,81
Waterboard him with the raw milk and see how he feels about its safety then,2024-11-27T08:57:31Z,did:plc:6swmde6hsd5ve55x5rrb4isc,at://did:plc:6swmde6hsd5ve55x5rrb4isc/app.bsky.feed.post/3lbw6nzi5ds2x,FALSE,at://did:plc:xthfrsjmikovkc2gtfw6n7fg/app.bsky.feed.post/3lbw5slvujs2d,2024-11-27,08:57:31,en,8,Wednesday,Morning,0.4215,82
Charismatic Megaplastic episode is a must Asthmatics take your inhaler first,2024-11-27T08:17:36Z,did:plc:gba2akuaikykcxfkmhafth2e,at://did:plc:gba2akuaikykcxfkmhafth2e/app.bsky.feed.post/3lbw4gnfmuc2s,FALSE,at://did:plc:x4g4laxkmsrczwvnvbbgsm7g/app.bsky.feed.post/3lbvgnatqmc2r,2024-11-27,08:17:36,en,8,Wednesday,Morning,0,83
I guess it depends on the secrets ,2024-11-27T11:04:49Z,did:plc:ggzccvhxfar45f23gsiq3ksi,at://did:plc:ggzccvhxfar45f23gsiq3ksi/app.bsky.feed.post/3lbwfrne5t22k,FALSE,at://did:plc:xllzut3kikt2obxzro36g2gr/app.bsky.feed.post/3lbwfnpjzv223,2024-11-27,11:04:49,en,11,Wednesday,Morning,0,84
I know a bit rich coming from an international fan but my view is that Liverpool is basically the best club to do that from England,2024-11-27T09:37:20Z,did:plc:iwy22mecdkrcu4maj4eea33i,at://did:plc:iwy22mecdkrcu4maj4eea33i/app.bsky.feed.post/3lbwav7j3ik26,FALSE,at://did:plc:6o6car65i3bpqk226vb74po3/app.bsky.feed.post/3lbw5mfb4jc23,2024-11-27,09:37:20,en,9,Wednesday,Morning,0.8674,85
Happy th birthday Robin Givens,2024-11-27T11:35:31Z,did:plc:7ysxg6f75n5gqfxuzcuzsr7e,at://did:plc:7ysxg6f75n5gqfxuzcuzsr7e/app.bsky.feed.post/3lbwhikeng22u,TRUE,NA,2024-11-27,11:35:31,en,11,Wednesday,Morning,0.5719,86
Do you know the original source for that image  It looks like a poster and Id love to have it on my wall,2024-11-27T11:24:50Z,did:plc:ef2iuweef5tpvpnd7j6rdqmr,at://did:plc:ef2iuweef5tpvpnd7j6rdqmr/app.bsky.feed.post/3lbwgvga2hc2v,FALSE,at://did:plc:54l4qn2qpa7glevpwo2ynvt4/app.bsky.feed.post/3lbvc5oono22y,2024-11-27,11:24:50,en,11,Wednesday,Morning,0.8402,87
"Yuri Gagarin was served tea w lemon at a reception with QEII After drinking tea he took out a lemon and ate it People were surprised But the Queen calmly took out a lemon and ate it too



Yuri Gagarin was served tea w lemon at a reception with QEII ",2024-11-27T10:00:36Z,did:plc:msian4dqa2rqalf3biilnf3m,at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3lbwc6vq63o2g,FALSE,NA,2024-11-27,10:00:36,en,10,Wednesday,Morning,0.5267,88
Would love to see an official TMLR account here on Bluesky ,2024-11-27T10:24:14Z,did:plc:a6thczdj36dzidbtnz2sz7xk,at://did:plc:a6thczdj36dzidbtnz2sz7xk/app.bsky.feed.post/3lbwdj3g4rs2w,FALSE,at://did:plc:c6snk2xzhdckr4z5nyosumua/app.bsky.feed.post/3lbu7fzynzk2n,2024-11-27,10:24:14,en,10,Wednesday,Morning,0.6369,89
"Describe your facetoface inperson social skills with a meme heres mine

",2024-11-27T11:32:56Z,did:plc:76uc45gogxdzkpcej24ymyxq,at://did:plc:76uc45gogxdzkpcej24ymyxq/app.bsky.feed.post/3lbwhdwidt22b,FALSE,NA,2024-11-27,11:32:56,en,11,Wednesday,Morning,0,90
"I know coffee technically just covers over the symptoms of tiredness but I suspect my sons kindergarten teacher notices the difference between the days when I bring him without having had coffee and days like today where I had at least half a cup

Shes the only one I have to communicate ",2024-11-27T07:58:59Z,did:plc:5c4jd2kbrhebyhkm5bpwzmrw,at://did:plc:5c4jd2kbrhebyhkm5bpwzmrw/app.bsky.feed.post/3lbw3fhxlqan2,FALSE,NA,2024-11-27,07:58:59,en,7,Wednesday,Morning,0.1154,91
"The upcoming tariff trade

The threat of the tariffs likely will cause a portion of the public to try and front run any purchases they may have been delaying which probably pushes the markets up and gives an outlier around the next earnings from the boost but this is not sustainable",2024-11-27T08:35:25Z,did:plc:zorsofwuw6n6xezqo23q474p,at://did:plc:zorsofwuw6n6xezqo23q474p/app.bsky.feed.post/3lbw5gixm4c25,FALSE,NA,2024-11-27,08:35:25,en,8,Wednesday,Morning,-0.09,92
" BREAKING The European Parliament has approved Ursula von der Leyens rightleaning Commission for a Dec  start

Full story here tribalPWOejLK",2024-11-27T11:49:56Z,did:plc:bak7f4b3jsiqlpyo6o4ejaji,at://did:plc:bak7f4b3jsiqlpyo6o4ejaji/app.bsky.feed.post/3lbwiccqnl22b,FALSE,NA,2024-11-27,11:49:56,en,11,Wednesday,Morning,0.4215,93
"youtubecomwatchv=mknL

 is a year Father opens his personal door is it to let one out or one in you may inquire  Heres a clue its not the latter ",2024-11-27T10:07:49Z,did:plc:hrsiirzqclhp547wxdrxceus,at://did:plc:hrsiirzqclhp547wxdrxceus/app.bsky.feed.post/3lbwclpohss2m,FALSE,NA,2024-11-27,10:07:49,en,10,Wednesday,Morning,0,94
THE ONLY FEW COUNTRIES,2024-11-27T08:41:09Z,did:plc:olkanwrwqcx5fvgo4gengcte,at://did:plc:olkanwrwqcx5fvgo4gengcte/app.bsky.feed.post/3lbw5qqqcrs2y,FALSE,at://did:plc:olkanwrwqcx5fvgo4gengcte/app.bsky.feed.post/3lbw5pgacbk2y,2024-11-27,08:41:09,en,8,Wednesday,Morning,0,95
ComfyUI adds support for Stable Diffusion  Large ControlNet models,2024-11-27T08:28:10Z,did:plc:ovrl5zvjuxkkk556x3dwux7b,at://did:plc:ovrl5zvjuxkkk556x3dwux7b/app.bsky.feed.post/3lbw4zk4cqk2w,FALSE,NA,2024-11-27,08:28:10,en,8,Wednesday,Morning,0.5994,96
emet selchgarlemald industrialization on the brain,2024-11-27T08:16:36Z,did:plc:7jfydiga7w7qb544pt74wwhy,at://did:plc:7jfydiga7w7qb544pt74wwhy/app.bsky.feed.post/3lbw4eu2r222m,FALSE,NA,2024-11-27,08:16:36,en,8,Wednesday,Morning,0,97
Goodnight oomf,2024-11-27T08:41:24Z,did:plc:irs7qv3qqygikhwq6oararff,at://did:plc:irs7qv3qqygikhwq6oararff/app.bsky.feed.post/3lbw5r77vqk26,FALSE,at://did:plc:lpul4zuizmdpfwjk325j7ury/app.bsky.feed.post/3lbw4n55p5c2z,2024-11-27,08:41:24,en,8,Wednesday,Morning,0,98
Yamper is learning about Finchinator,2024-11-27T11:25:53Z,did:plc:qzbhxpnpf6s3s3lyv5ta3z55,at://did:plc:qzbhxpnpf6s3s3lyv5ta3z55/app.bsky.feed.post/3lbwgxcqgju2i,FALSE,NA,2024-11-27,11:25:53,en,11,Wednesday,Morning,0,99
Aaaah Celtic Knotwork I went through a whole phase of slipping them into anything I could get away with at uni  It helped I found a second hand book on celtic knotwork for cheap on a trip with a friend Still an amazing resource to have on hand too,2024-11-27T10:39:51Z,did:plc:6liacbl4apawtnzk5hmfpurc,at://did:plc:6liacbl4apawtnzk5hmfpurc/app.bsky.feed.post/3lbweeyy5l22u,FALSE,at://did:plc:rm5y733trqvfx4jnngptkjy5/app.bsky.feed.post/3lbwdvhtw3s27,2024-11-27,10:39:51,en,10,Wednesday,Morning,0.9246,100
We built a door today now celebrate with the video release to exclusives Thursday,2024-11-27T08:43:33Z,did:plc:ln2542qpy2aqzxvwjsdawemx,at://did:plc:ln2542qpy2aqzxvwjsdawemx/app.bsky.feed.post/3lbw5v2drw22v,TRUE,NA,2024-11-27,08:43:33,en,8,Wednesday,Morning,0.5719,101
Ill repeat if you have no bio info and no posts or if you are selling crypto I wont be following back Give us a clue who you are if you want a follow back I also dont respond to begging or DMs and Im not looking for a relationship,2024-11-27T10:55:44Z,did:plc:ijjbdmrrnfnavftpawhbeldm,at://did:plc:ijjbdmrrnfnavftpawhbeldm/app.bsky.feed.post/3lbwfbflkns2x,FALSE,NA,2024-11-27,10:55:44,en,10,Wednesday,Morning,-0.7096,102
"Choose  books that have stayed with you or influenced you One book per day for  days in no particular order No explanations no reviews just covers






",2024-11-27T08:52:07Z,did:plc:tbcwweeuav3szdctlzsi6vcq,at://did:plc:tbcwweeuav3szdctlzsi6vcq/app.bsky.feed.post/3lbw6edzwas2c,TRUE,NA,2024-11-27,08:52:07,en,8,Wednesday,Morning,-0.3637,103
"Ah so it is quite a significant advantage 

Id need to do more research than Im prepared to do to know if its fair or trickery For example dont some councils send quite a few Sen kids to private schools because they cant be bothered to build sen provision",2024-11-27T08:07:51Z,did:plc:gqcsadskyuocd3zgp7iftm6c,at://did:plc:gqcsadskyuocd3zgp7iftm6c/app.bsky.feed.post/3lbw3v75lh22u,FALSE,at://did:plc:ubcptzubcvom6wtnvvszfujm/app.bsky.feed.post/3lbw3ozydws2l,2024-11-27,08:07:51,en,8,Wednesday,Morning,0.7509,104
heyy can you add me there,2024-11-27T11:34:19Z,did:plc:hyzybp7gi3i7ozec2aygdeqw,at://did:plc:hyzybp7gi3i7ozec2aygdeqw/app.bsky.feed.post/3lbwhgfazwk22,FALSE,at://did:plc:db64dyyk4q7pdv3ig6cplbdd/app.bsky.feed.post/3lbwbi3w6js2z,2024-11-27,11:34:19,en,11,Wednesday,Morning,0,105
they fight crime,2024-11-27T10:19:12Z,did:plc:ffxek7sgbpe32krja5s2tzpw,at://did:plc:ffxek7sgbpe32krja5s2tzpw/app.bsky.feed.post/3lbwda3asqs2d,FALSE,at://did:plc:wq3fvsj7c3dknypykmecadzp/app.bsky.feed.post/3lbtsqarc2c2d,2024-11-27,10:19:12,en,10,Wednesday,Morning,-0.7269,106
discerning how to $pend your capital is one of the only effective protest methods Billionaires corporations and celebrities dont care about you but money is their language  ,2024-11-27T07:55:18Z,did:plc:7cykvikpwq4w5npufyjqpv4d,at://did:plc:7cykvikpwq4w5npufyjqpv4d/app.bsky.feed.post/3lbw36qqzns2y,FALSE,NA,2024-11-27,07:55:18,en,7,Wednesday,Morning,-0.068,107
"keep in mind the magat repugs also voted for these freaks
who have still not been held accountable for their rolls in the J attack",2024-11-27T08:37:02Z,did:plc:qdtef76ef3royg2a4tr7qpb3,at://did:plc:qdtef76ef3royg2a4tr7qpb3/app.bsky.feed.post/3lbw5jeorze25,TRUE,at://did:plc:ojwszrpcvhwuhl4nhwactd2y/app.bsky.feed.post/3lbvgtafzkk2b,2024-11-27,08:37:02,en,8,Wednesday,Morning,-0.5423,108
Piers Morgan SHUT THE FUCK UP Please stay England you you arrogant jack ass My apologies BTC for my language on your feed Love your YouTube channel,2024-11-27T10:31:26Z,did:plc:shk654bcogzujubypppuyqpj,at://did:plc:shk654bcogzujubypppuyqpj/app.bsky.feed.post/3lbwdvwq5e227,FALSE,at://did:plc:vocg5apjrlm7dfptvy6qbrfy/app.bsky.feed.post/3lbvdwakxwk2n,2024-11-27,10:31:26,en,10,Wednesday,Morning,-0.6633,109
Your problem is your team org sucks and no one wants to play there unless they are getting paid a lot up front Thats your orgs problem not the Dodgers,2024-11-27T08:33:07Z,did:plc:lxomvnkpdltlyreonhiz7r3x,at://did:plc:lxomvnkpdltlyreonhiz7r3x/app.bsky.feed.post/3lbw5ceztgk2c,FALSE,at://did:plc:lxomvnkpdltlyreonhiz7r3x/app.bsky.feed.post/3lbw5b2d6z22c,2024-11-27,08:33:07,en,8,Wednesday,Morning,-0.7717,110
I dont see it And trying to figure how you did,2024-11-27T11:25:53Z,did:plc:exgblb25mllb7gyfxs73vcp3,at://did:plc:exgblb25mllb7gyfxs73vcp3/app.bsky.feed.post/3lbwgxcqm6k2e,FALSE,at://did:plc:3euxymdeyp36ql2arugso757/app.bsky.feed.post/3lbwfbet2i226,2024-11-27,11:25:53,en,11,Wednesday,Morning,0,111
I mean we agree its a Thanksgiving movie right,2024-11-27T08:40:02Z,did:plc:l5xftngrdchyvckcxwmtrado,at://did:plc:l5xftngrdchyvckcxwmtrado/app.bsky.feed.post/3lbw5oqzrf22j,FALSE,NA,2024-11-27,08:40:02,en,8,Wednesday,Morning,0.3612,112
"Guess what Kids Yehna
mailchimpclimateandca",2024-11-27T11:09:51Z,did:plc:4k7ibo7iforalpid7iyujum6,at://did:plc:4k7ibo7iforalpid7iyujum6/app.bsky.feed.post/3lbwg2npgbs2e,FALSE,NA,2024-11-27,11:09:51,en,11,Wednesday,Morning,0,113
I havent heard about you since Comedy Central was more popular than YouTube,2024-11-27T08:51:30Z,did:plc:5en5hkleepyy6ul34qdxnott,at://did:plc:5en5hkleepyy6ul34qdxnott/app.bsky.feed.post/3lbw6da5gq52k,FALSE,at://did:plc:bj26dh6prgrujxowl6zoceh3/app.bsky.feed.post/3lbun62yhjk2s,2024-11-27,08:51:30,en,8,Wednesday,Morning,0.6801,114
I did not  was shocked to see myself in it ,2024-11-27T11:59:50Z,did:plc:ifae3c5k5wcbkchhyixuhsxf,at://did:plc:ifae3c5k5wcbkchhyixuhsxf/app.bsky.feed.post/3lbwitywmxk2l,FALSE,at://did:plc:bxacl6pswecz33szw6gm75un/app.bsky.feed.post/3lbwhsqzims2h,2024-11-27,11:59:50,en,11,Wednesday,Morning,0.2411,115
It appears you are upside downhere lemme turn your message around,2024-11-27T11:21:27Z,did:plc:dcwl4bvwajvnybmcxusppthi,at://did:plc:dcwl4bvwajvnybmcxusppthi/app.bsky.feed.post/3lbwgpfdg22hp,FALSE,at://did:plc:we3ckh2lgvqgfxtsgycyeawg/app.bsky.feed.post/3lbwfclz3f225,2024-11-27,11:21:27,en,11,Wednesday,Morning,0,116
The sun also rises,2024-11-27T11:44:33Z,did:plc:pftksnyyk3uk6johm2xbxl6w,at://did:plc:pftksnyyk3uk6johm2xbxl6w/app.bsky.feed.post/3lbwhyomfas2x,TRUE,NA,2024-11-27,11:44:33,en,11,Wednesday,Morning,0,117
With those moans echoing in the house its going to be difficult to avoid questions,2024-11-27T10:25:30Z,did:plc:bda5yy7oquxj67pkznsw2nim,at://did:plc:bda5yy7oquxj67pkznsw2nim/app.bsky.feed.post/3lbwdld7v422m,FALSE,at://did:plc:bda5yy7oquxj67pkznsw2nim/app.bsky.feed.post/3lbwdfchbls2m,2024-11-27,10:25:30,en,10,Wednesday,Morning,-0.6486,118
That was me,2024-11-27T11:45:27Z,did:plc:jrnmriywkatj5jdprd24x3zl,at://did:plc:jrnmriywkatj5jdprd24x3zl/app.bsky.feed.post/3lbwi2c3wwk2w,FALSE,at://did:plc:5gd6kxgizu67u7anjmodlij2/app.bsky.feed.post/3lbwbio245k2x,2024-11-27,11:45:27,en,11,Wednesday,Morning,0,119
Thank you so much ,2024-11-27T11:22:49Z,did:plc:rq4mwciykfvzwhk37vys6ddb,at://did:plc:rq4mwciykfvzwhk37vys6ddb/app.bsky.feed.post/3lbwgrt5drk2e,FALSE,at://did:plc:zkdg56jqrkvr5kx6jpokwtjj/app.bsky.feed.post/3lbwgq3cd7c2u,2024-11-27,11:22:49,en,11,Wednesday,Morning,0.3612,120
"Lurking presence

I procrastinated on this drawing for a while but I managed to finish it recently    ",2024-11-27T08:49:52Z,did:plc:ecv4bbgtbbf2p3flkuigiue7,at://did:plc:ecv4bbgtbbf2p3flkuigiue7/app.bsky.feed.post/3lbw6adpe3s25,TRUE,NA,2024-11-27,08:49:52,en,8,Wednesday,Morning,-0.0644,121
I laugh but actually would do it,2024-11-27T08:08:24Z,did:plc:dxzrr4k2glsadajucmeegiyg,at://did:plc:dxzrr4k2glsadajucmeegiyg/app.bsky.feed.post/3lbw3w6zcck2r,FALSE,at://did:plc:dxzrr4k2glsadajucmeegiyg/app.bsky.feed.post/3lbw3tzqsl22r,2024-11-27,08:08:24,en,8,Wednesday,Morning,0.3182,122
If it is right wingers let the stupid morons shoot themselves in the foot by doing us a favour I cant say whether its bad or not since i havent played it but thats because its made by Ubisoft Anything that hurts Ubisoft no matter where it comes from is making the world a better place,2024-11-27T09:21:20Z,did:plc:b4b4eeapcg5nsea6fxb7fwfa,at://did:plc:b4b4eeapcg5nsea6fxb7fwfa/app.bsky.feed.post/3lbw7ym2ols2p,FALSE,at://did:plc:4yqhj5inp67fgorcbewk5zfm/app.bsky.feed.post/3lbw7hnvdv22z,2024-11-27,09:21:20,en,9,Wednesday,Morning,-0.6984,123
bskysocial hello where are you from I am norm whatsoever your tits look like I love men with huge tits and nipples,2024-11-27T08:41:52Z,did:plc:abajdrwig2tau6sk2kzj2kkx,at://did:plc:abajdrwig2tau6sk2kzj2kkx/app.bsky.feed.post/3lbw5rzfhis2i,FALSE,NA,2024-11-27,08:41:52,en,8,Wednesday,Morning,0.7351,124
"A warm welcome to Sixfields last Saturday to Northants United as part of a project to build relationships between the football club and the Northampton Town Community Trust  and underrepresented groups across Northamptonshire



wwwntfccouknewsno",2024-11-27T09:02:31Z,did:plc:pwmgg6stnu5o2ieipnorxd26,at://did:plc:pwmgg6stnu5o2ieipnorxd26/app.bsky.feed.post/3lbw6wwsn4s2s,TRUE,NA,2024-11-27,09:02:31,en,9,Wednesday,Morning,0.875,125
"It looks like youre both about to have the worlds sexiest wrestle

 through the megaphone 

MORE OIL NEEDED PLEASE

",2024-11-27T11:44:35Z,did:plc:gfyx4duqekzn4goeebfriluh,at://did:plc:gfyx4duqekzn4goeebfriluh/app.bsky.feed.post/3lbwhyqqezs2i,FALSE,at://did:plc:dliuxlv6hnk3526msfsw5ym7/app.bsky.feed.post/3lbwgbpt6a223,2024-11-27,11:44:35,en,11,Wednesday,Morning,0.7548,126
Thank you,2024-11-27T10:27:46Z,did:plc:kr25xeiyst7kyitzj2vrbrp3,at://did:plc:kr25xeiyst7kyitzj2vrbrp3/app.bsky.feed.post/3lbwdpet6xs2b,FALSE,at://did:plc:3lrdvpss6qngr5opijsu3wt7/app.bsky.feed.post/3lbvunamtf22h,2024-11-27,10:27:46,en,10,Wednesday,Morning,0.3612,127
A true isekai would have zero impact on the plot if the Earth exploded post truckkun event and Hitch hikers guide has that as a literal plot point therefore i declare it disqualified,2024-11-27T11:44:51Z,did:plc:jgqlayny3mdxlxz5yxwydpsy,at://did:plc:jgqlayny3mdxlxz5yxwydpsy/app.bsky.feed.post/3lbwhz7w7vs2h,FALSE,at://did:plc:obhgbrewwohekxxcygbphabx/app.bsky.feed.post/3lbvp46g36s2a,2024-11-27,11:44:51,en,11,Wednesday,Morning,0,128
"Do NOT support Nothosaur Juliet Toys or Swisok as they have alleged IP infringement harassment racism  endorsement of IRL animal sexual abuse

Link to proof docsgooglecomdocumentd",2024-11-27T11:36:31Z,did:plc:ai6ji65g4euqq55w35qjce4r,at://did:plc:ai6ji65g4euqq55w35qjce4r/app.bsky.feed.post/3lbwhkcpdws2k,FALSE,NA,2024-11-27,11:36:31,en,11,Wednesday,Morning,-0.9419,129
Ahhh to bad but thx alot for the replay,2024-11-27T09:18:15Z,did:plc:jgl37wgouxmxwkeb443musuf,at://did:plc:jgl37wgouxmxwkeb443musuf/app.bsky.feed.post/3lbw7t3mxj22v,FALSE,at://did:plc:wwc4ribhftw2ufrwewmjd4za/app.bsky.feed.post/3lbw7qvlkvk2x,2024-11-27,09:18:15,en,9,Wednesday,Morning,0.25,130
"Ok But actually that scene doesnt teach us about tariffs It speaks of a specific situation in which the gov tried a tariff and it backfired badly
You respond thats the point
No No bc there might be some situation in which a tariff is useful But not the Trump kind bc Trump is dumb",2024-11-27T10:31:53Z,did:plc:ja3dzpbr6rgdd3ttyzkuejle,at://did:plc:ja3dzpbr6rgdd3ttyzkuejle/app.bsky.feed.post/3lbwdwqvzu22c,FALSE,at://did:plc:3hd67og56zzdsqhqf2yqs2v7/app.bsky.feed.post/3lbugndg4pk2s,2024-11-27,10:31:53,en,10,Wednesday,Morning,-0.7566,131
"Ngl I had a moment and got excited about this song from back in the day and kept singing itand it was not widely appreciated by my family 

wwwyoutubecomwatchv=zUU",2024-11-27T10:07:09Z,did:plc:sujx6n3anbupfnd2rnyrv6ce,at://did:plc:sujx6n3anbupfnd2rnyrv6ce/app.bsky.feed.post/3lbwckjmytc2f,FALSE,NA,2024-11-27,10:07:09,en,10,Wednesday,Morning,-0.0777,132
"never look at the OVER  feed

worst mistake of my life",2024-11-27T11:15:04Z,did:plc:uwyzaqycp2lnvfjyiq4zlynu,at://did:plc:uwyzaqycp2lnvfjyiq4zlynu/app.bsky.feed.post/3lbwgdxlfps2a,FALSE,NA,2024-11-27,11:15:04,en,11,Wednesday,Morning,-0.7579,133
Notice in this video it says far right terrorist groups do you know what the years of lead in Italy are man,2024-11-27T09:34:20Z,did:plc:lv7mw2d5vedrqphnrc6qbpfl,at://did:plc:lv7mw2d5vedrqphnrc6qbpfl/app.bsky.feed.post/3lbwaptgsd22h,FALSE,at://did:plc:yd5rvdnkfiwrtn2tej3p2mew/app.bsky.feed.post/3lbwahf5a6s2u,2024-11-27,09:34:20,en,9,Wednesday,Morning,-0.6908,134
its been the epicenter of corruption for decades what do you mean,2024-11-27T09:57:22Z,did:plc:knrgmiokz74g3ticmkcu27pg,at://did:plc:knrgmiokz74g3ticmkcu27pg/app.bsky.feed.post/3lbwbyzkeg22f,FALSE,NA,2024-11-27,09:57:22,en,9,Wednesday,Morning,0,135
